route_code,route_name,route_type,start_hour,trips_total,trips_completed,trips_canceled,avg_trip_duration_sec,avg_distance_m,avg_fare_amount
M033,Metro Line 33,metro,2025-12-04 09:00:00,3,3,0,1560.0,8173.67,2.8
M034,Metro Line 34,metro,2025-12-04 09:00:00,3,3,0,1980.0,6751.67,19.94
M036,Metro Line 36,metro,2025-12-04 09:00:00,3,2,0,2160.0,4687.0,2.51
M040,Metro Line 40,metro,2025-12-04 09:00:00,5,5,0,1080.0,7095.0,6.45
T002,Tram Line 2,tram,2025-12-04 09:00:00,6,5,0,1410.0,6971.83,3.12
T007,Tram Line 7,tram,2025-12-04 09:00:00,5,4,0,1416.0,8899.2,2.73
T012,Tram Line 12,tram,2025-12-04 09:00:00,5,5,0,1248.0,5287.2,25.34
T019,Tram Line 19,tram,2025-12-04 09:00:00,1,1,0,1980.0,2976.0,2.64
T020,Tram Line 20,tram,2025-12-04 09:00:00,1,1,0,1200.0,2310.0,23.45
T032,Tram Line 32,tram,2025-12-04 09:00:00,7,7,0,1474.29,6738.43,6.08
T035,Tram Line 35,tram,2025-12-04 09:00:00,4,4,0,1155.0,6298.0,23.3
T038,Tram Line 38,tram,2025-12-04 09:00:00,2,2,0,1530.0,5917.0,2.52
T039,Tram Line 39,tram,2025-12-04 09:00:00,5,5,0,1728.0,6636.2,21.55
B006,Bus Line 6,bus,2025-12-04 08:00:00,2,2,0,1440.0,5075.0,7.48
B014,Bus Line 14,bus,2025-12-04 08:00:00,3,1,0,1620.0,5740.0,3.01
B016,Bus Line 16,bus,2025-12-04 08:00:00,10,9,0,1170.0,6327.4,2.78
B017,Bus Line 17,bus,2025-12-04 08:00:00,5,3,0,1212.0,8742.2,22.05
B018,Bus Line 18,bus,2025-12-04 08:00:00,5,4,0,1764.0,6084.8,2.7
B024,Bus Line 24,bus,2025-12-04 08:00:00,2,2,0,2400.0,7876.5,6.74
B029,Bus Line 29,bus,2025-12-04 08:00:00,4,4,0,1140.0,6883.0,22.75
B030,Bus Line 30,bus,2025-12-04 08:00:00,3,3,0,1680.0,6089.0,7.23
B031,Bus Line 31,bus,2025-12-04 08:00:00,6,5,0,1380.0,6910.17,2.88
B037,Bus Line 37,bus,2025-12-04 08:00:00,2,2,0,1470.0,8622.0,6.86
M001,Metro Line 1,metro,2025-12-04 08:00:00,3,3,0,2080.0,7793.0,2.49
M003,Metro Line 3,metro,2025-12-04 08:00:00,4,4,0,1650.0,6852.5,3.08
M004,Metro Line 4,metro,2025-12-04 08:00:00,2,2,0,960.0,10435.0,2.21
M005,Metro Line 5,metro,2025-12-04 08:00:00,6,6,0,1620.0,9113.5,2.48
M008,Metro Line 8,metro,2025-12-04 08:00:00,7,6,0,1534.29,5701.57,2.7
M009,Metro Line 9,metro,2025-12-04 08:00:00,3,3,0,1320.0,6835.33,3.26
M010,Metro Line 10,metro,2025-12-04 08:00:00,4,4,0,675.0,6640.5,21.11
M011,Metro Line 11,metro,2025-12-04 08:00:00,7,6,0,2065.71,8358.29,20.22
M013,Metro Line 13,metro,2025-12-04 08:00:00,8,8,0,1612.5,7970.62,6.82
M015,Metro Line 15,metro,2025-12-04 08:00:00,3,3,0,840.0,10697.0,6.37
M021,Metro Line 21,metro,2025-12-04 08:00:00,5,4,0,1776.0,6569.8,6.83
M022,Metro Line 22,metro,2025-12-04 08:00:00,3,3,0,1620.0,7871.67,6.22
M023,Metro Line 23,metro,2025-12-04 08:00:00,4,3,0,1410.0,8478.25,2.52
M025,Metro Line 25,metro,2025-12-04 08:00:00,4,4,0,1245.0,7276.75,2.65
M026,Metro Line 26,metro,2025-12-04 08:00:00,4,3,0,1815.0,5754.25,2.56
M027,Metro Line 27,metro,2025-12-04 08:00:00,4,4,0,1125.0,8423.0,19.51
M028,Metro Line 28,metro,2025-12-04 08:00:00,3,3,0,1400.0,6766.0,24.32
M033,Metro Line 33,metro,2025-12-04 08:00:00,4,3,0,2370.0,5176.75,2.33
M034,Metro Line 34,metro,2025-12-04 08:00:00,6,6,0,1120.0,8006.33,20.36
M036,Metro Line 36,metro,2025-12-04 08:00:00,8,8,0,2145.0,7941.38,3.1
M040,Metro Line 40,metro,2025-12-04 08:00:00,3,3,0,640.0,5060.33,7.89
T002,Tram Line 2,tram,2025-12-04 08:00:00,4,4,0,1470.0,5460.5,2.82
T007,Tram Line 7,tram,2025-12-04 08:00:00,3,2,0,1460.0,8845.0,2.55
T012,Tram Line 12,tram,2025-12-04 08:00:00,3,3,0,1660.0,10092.0,23.23
T019,Tram Line 19,tram,2025-12-04 08:00:00,3,1,0,1480.0,5091.0,2.6
T020,Tram Line 20,tram,2025-12-04 08:00:00,2,2,0,2220.0,7919.0,21.75
T032,Tram Line 32,tram,2025-12-04 08:00:00,4,4,0,1080.0,5834.25,5.68
T035,Tram Line 35,tram,2025-12-04 08:00:00,3,3,0,1700.0,5138.67,20.62
T038,Tram Line 38,tram,2025-12-04 08:00:00,1,1,0,2100.0,10231.0,2.58
T039,Tram Line 39,tram,2025-12-04 08:00:00,2,1,0,1650.0,7085.0,20.06
B006,Bus Line 6,bus,2025-12-04 07:00:00,5,5,0,1248.0,8160.4,7.27
B014,Bus Line 14,bus,2025-12-04 07:00:00,2,2,0,1230.0,8920.0,2.21
B016,Bus Line 16,bus,2025-12-04 07:00:00,3,3,0,840.0,8637.33,2.43
B017,Bus Line 17,bus,2025-12-04 07:00:00,5,5,0,1908.0,5365.6,23.33
B018,Bus Line 18,bus,2025-12-04 07:00:00,7,6,0,2125.71,7733.14,3.12
B024,Bus Line 24,bus,2025-12-04 07:00:00,4,2,0,2025.0,6450.25,6.59
B029,Bus Line 29,bus,2025-12-04 07:00:00,9,9,0,1906.67,7674.78,23.53
B030,Bus Line 30,bus,2025-12-04 07:00:00,7,6,0,1697.14,7122.86,6.89
B031,Bus Line 31,bus,2025-12-04 07:00:00,8,8,0,1785.0,8544.0,2.48
B037,Bus Line 37,bus,2025-12-04 07:00:00,5,5,0,1476.0,9110.8,7.09
M001,Metro Line 1,metro,2025-12-04 07:00:00,3,3,0,860.0,4429.33,2.58
M003,Metro Line 3,metro,2025-12-04 07:00:00,4,4,0,1680.0,6838.75,2.57
M004,Metro Line 4,metro,2025-12-04 07:00:00,5,5,0,1308.0,5350.0,2.6
M005,Metro Line 5,metro,2025-12-04 07:00:00,5,5,0,1440.0,7864.2,2.44
M008,Metro Line 8,metro,2025-12-04 07:00:00,3,3,0,1780.0,7420.33,2.8
M010,Metro Line 10,metro,2025-12-04 07:00:00,7,7,0,1380.0,8186.0,22.43
M011,Metro Line 11,metro,2025-12-04 07:00:00,3,2,0,1560.0,7774.33,21.11
M013,Metro Line 13,metro,2025-12-04 07:00:00,6,6,0,1780.0,9245.0,6.83
M015,Metro Line 15,metro,2025-12-04 07:00:00,3,3,0,1180.0,4464.67,6.93
M021,Metro Line 21,metro,2025-12-04 07:00:00,5,3,0,2076.0,7889.4,6.55
M022,Metro Line 22,metro,2025-12-04 07:00:00,6,4,0,1360.0,6691.67,7.67
M023,Metro Line 23,metro,2025-12-04 07:00:00,7,6,0,1920.0,7319.29,2.72
M025,Metro Line 25,metro,2025-12-04 07:00:00,1,0,0,1320.0,8784.0,2.56
M026,Metro Line 26,metro,2025-12-04 07:00:00,1,1,0,1620.0,5504.0,2.02
M027,Metro Line 27,metro,2025-12-04 07:00:00,3,3,0,1200.0,4962.0,25.98
M028,Metro Line 28,metro,2025-12-04 07:00:00,7,7,0,1534.29,9223.43,21.45
M033,Metro Line 33,metro,2025-12-04 07:00:00,8,7,0,1275.0,8547.12,2.81
M034,Metro Line 34,metro,2025-12-04 07:00:00,9,9,0,1100.0,6713.89,20.0
M036,Metro Line 36,metro,2025-12-04 07:00:00,3,3,0,1640.0,7970.67,2.77
M040,Metro Line 40,metro,2025-12-04 07:00:00,4,4,0,1500.0,7916.5,7.14
T002,Tram Line 2,tram,2025-12-04 07:00:00,4,4,0,1110.0,9280.75,2.8
T007,Tram Line 7,tram,2025-12-04 07:00:00,5,5,0,1764.0,5926.8,3.05
T012,Tram Line 12,tram,2025-12-04 07:00:00,7,7,0,1165.71,8344.29,24.18
T019,Tram Line 19,tram,2025-12-04 07:00:00,2,2,0,1410.0,5968.5,2.8
T020,Tram Line 20,tram,2025-12-04 07:00:00,5,4,0,1140.0,5654.8,23.69
T032,Tram Line 32,tram,2025-12-04 07:00:00,6,5,0,1410.0,6838.17,6.28
T035,Tram Line 35,tram,2025-12-04 07:00:00,3,3,0,1700.0,6301.33,23.37
T038,Tram Line 38,tram,2025-12-04 07:00:00,7,7,0,1345.71,4454.57,2.68
T039,Tram Line 39,tram,2025-12-04 07:00:00,4,4,0,1110.0,7526.25,25.08
B006,Bus Line 6,bus,2025-12-04 06:00:00,8,7,0,1567.5,8162.38,6.4
B014,Bus Line 14,bus,2025-12-04 06:00:00,6,5,0,1370.0,6879.17,2.38
B016,Bus Line 16,bus,2025-12-04 06:00:00,7,6,0,1825.71,7824.43,3.06
B017,Bus Line 17,bus,2025-12-04 06:00:00,3,3,0,1880.0,7472.0,25.37
B018,Bus Line 18,bus,2025-12-04 06:00:00,6,5,0,1870.0,7760.83,2.98
B024,Bus Line 24,bus,2025-12-04 06:00:00,3,3,0,1460.0,6253.0,6.25
B029,Bus Line 29,bus,2025-12-04 06:00:00,3,3,0,2120.0,9068.0,26.04
B030,Bus Line 30,bus,2025-12-04 06:00:00,5,4,0,1776.0,8823.8,7.3
B031,Bus Line 31,bus,2025-12-04 06:00:00,5,5,0,1716.0,5427.6,2.51
B037,Bus Line 37,bus,2025-12-04 06:00:00,3,3,0,860.0,5265.0,7.08
M001,Metro Line 1,metro,2025-12-04 06:00:00,6,5,0,1240.0,7771.67,2.68
M003,Metro Line 3,metro,2025-12-04 06:00:00,3,3,0,1760.0,5308.0,2.21
M004,Metro Line 4,metro,2025-12-04 06:00:00,6,6,0,1210.0,6621.5,3.05
M005,Metro Line 5,metro,2025-12-04 06:00:00,3,3,0,1420.0,9109.67,3.08
M008,Metro Line 8,metro,2025-12-04 06:00:00,6,6,0,1990.0,7781.5,2.54
M009,Metro Line 9,metro,2025-12-04 06:00:00,4,4,0,1500.0,6035.25,2.75
M010,Metro Line 10,metro,2025-12-04 06:00:00,1,1,0,540.0,3435.0,27.32
M011,Metro Line 11,metro,2025-12-04 06:00:00,5,5,0,1344.0,6890.4,23.11
M013,Metro Line 13,metro,2025-12-04 06:00:00,5,4,0,1296.0,4929.4,6.39
M015,Metro Line 15,metro,2025-12-04 06:00:00,4,4,0,1995.0,7557.75,5.87
M021,Metro Line 21,metro,2025-12-04 06:00:00,3,3,0,1640.0,7208.67,6.96
M022,Metro Line 22,metro,2025-12-04 06:00:00,2,2,0,480.0,5622.0,6.92
M023,Metro Line 23,metro,2025-12-04 06:00:00,9,8,0,1533.33,5743.0,2.76
M025,Metro Line 25,metro,2025-12-04 06:00:00,1,1,0,2220.0,10140.0,2.61
M027,Metro Line 27,metro,2025-12-04 06:00:00,6,3,0,1530.0,8609.17,24.22
M028,Metro Line 28,metro,2025-12-04 06:00:00,6,6,0,1780.0,7614.33,22.34
M033,Metro Line 33,metro,2025-12-04 06:00:00,6,5,0,1570.0,4986.67,2.85
M034,Metro Line 34,metro,2025-12-04 06:00:00,6,4,0,1220.0,6821.5,21.63
M036,Metro Line 36,metro,2025-12-04 06:00:00,5,5,0,888.0,6003.4,2.84
M040,Metro Line 40,metro,2025-12-04 06:00:00,2,2,0,1440.0,5442.5,6.51
T002,Tram Line 2,tram,2025-12-04 06:00:00,7,7,0,1680.0,8285.43,2.96
T007,Tram Line 7,tram,2025-12-04 06:00:00,3,3,0,820.0,10135.67,3.11
T012,Tram Line 12,tram,2025-12-04 06:00:00,6,6,0,1810.0,5828.0,24.81
T019,Tram Line 19,tram,2025-12-04 06:00:00,4,4,0,1410.0,8386.75,2.82
T020,Tram Line 20,tram,2025-12-04 06:00:00,4,3,0,1140.0,9260.0,20.35
T032,Tram Line 32,tram,2025-12-04 06:00:00,3,2,0,1080.0,4006.33,6.99
T035,Tram Line 35,tram,2025-12-04 06:00:00,8,5,0,1462.5,5518.25,21.18
T038,Tram Line 38,tram,2025-12-04 06:00:00,5,4,0,1224.0,8980.6,2.87
T039,Tram Line 39,tram,2025-12-04 06:00:00,3,3,0,1260.0,3795.33,23.94
B006,Bus Line 6,bus,2025-12-04 05:00:00,4,4,0,1110.0,7920.25,6.49
B014,Bus Line 14,bus,2025-12-04 05:00:00,4,3,0,1185.0,9917.25,2.62
B016,Bus Line 16,bus,2025-12-04 05:00:00,2,2,0,2250.0,5713.0,3.25
B017,Bus Line 17,bus,2025-12-04 05:00:00,3,2,0,940.0,5958.0,20.78
B018,Bus Line 18,bus,2025-12-04 05:00:00,2,2,0,2190.0,7270.0,2.56
B024,Bus Line 24,bus,2025-12-04 05:00:00,2,2,0,1260.0,4106.0,6.43
B029,Bus Line 29,bus,2025-12-04 05:00:00,6,5,0,1540.0,7323.33,21.22
B030,Bus Line 30,bus,2025-12-04 05:00:00,4,3,0,1620.0,5056.5,6.58
B031,Bus Line 31,bus,2025-12-04 05:00:00,4,4,0,1800.0,6103.75,2.81
B037,Bus Line 37,bus,2025-12-04 05:00:00,6,6,0,1650.0,8101.17,6.9
M001,Metro Line 1,metro,2025-12-04 05:00:00,5,4,0,1908.0,6208.2,2.58
M003,Metro Line 3,metro,2025-12-04 05:00:00,4,4,0,1305.0,5049.5,2.7
M004,Metro Line 4,metro,2025-12-04 05:00:00,4,3,0,1815.0,7408.25,2.95
M005,Metro Line 5,metro,2025-12-04 05:00:00,5,3,0,1800.0,10197.2,3.07
M008,Metro Line 8,metro,2025-12-04 05:00:00,3,2,0,1040.0,7536.0,3.02
M009,Metro Line 9,metro,2025-12-04 05:00:00,4,3,0,1230.0,7385.0,2.26
M010,Metro Line 10,metro,2025-12-04 05:00:00,2,2,0,1470.0,5834.0,19.84
M011,Metro Line 11,metro,2025-12-04 05:00:00,2,2,0,1200.0,6541.0,17.91
M013,Metro Line 13,metro,2025-12-04 05:00:00,5,4,0,924.0,8143.4,6.88
M015,Metro Line 15,metro,2025-12-04 05:00:00,6,6,0,1660.0,7466.33,6.2
M021,Metro Line 21,metro,2025-12-04 05:00:00,7,7,0,1345.71,6385.0,6.96
M022,Metro Line 22,metro,2025-12-04 05:00:00,3,3,0,1400.0,6912.0,7.02
M023,Metro Line 23,metro,2025-12-04 05:00:00,5,5,0,1572.0,7340.0,2.82
M025,Metro Line 25,metro,2025-12-04 05:00:00,3,3,0,2160.0,8690.0,2.39
M026,Metro Line 26,metro,2025-12-04 05:00:00,2,1,0,1320.0,3288.5,2.94
M027,Metro Line 27,metro,2025-12-04 05:00:00,7,5,0,1457.14,8289.29,22.91
M028,Metro Line 28,metro,2025-12-04 05:00:00,6,5,0,1320.0,5658.33,22.4
M033,Metro Line 33,metro,2025-12-04 05:00:00,3,3,0,1060.0,9334.67,2.82
M034,Metro Line 34,metro,2025-12-04 05:00:00,2,1,0,2280.0,8863.5,18.34
M036,Metro Line 36,metro,2025-12-04 05:00:00,4,4,0,1545.0,7984.25,2.57
M040,Metro Line 40,metro,2025-12-04 05:00:00,11,9,0,1407.27,8038.0,6.85
T002,Tram Line 2,tram,2025-12-04 05:00:00,9,9,0,1746.67,7066.33,2.75
T007,Tram Line 7,tram,2025-12-04 05:00:00,2,2,0,1230.0,8955.0,2.53
T012,Tram Line 12,tram,2025-12-04 05:00:00,3,3,0,1280.0,6341.0,20.52
T019,Tram Line 19,tram,2025-12-04 05:00:00,3,1,0,1520.0,3629.33,2.57
T020,Tram Line 20,tram,2025-12-04 05:00:00,3,3,0,2400.0,8572.0,21.05
T032,Tram Line 32,tram,2025-12-04 05:00:00,8,7,0,2002.5,6715.5,7.18
T035,Tram Line 35,tram,2025-12-04 05:00:00,4,4,0,570.0,4631.25,21.75
T038,Tram Line 38,tram,2025-12-04 05:00:00,3,3,0,2220.0,6006.33,3.04
T039,Tram Line 39,tram,2025-12-04 05:00:00,5,5,0,1008.0,7560.8,21.8
B006,Bus Line 6,bus,2025-12-03 22:00:00,7,7,0,1277.14,8075.71,6.8
B014,Bus Line 14,bus,2025-12-03 22:00:00,5,4,0,1128.0,6389.2,2.72
B016,Bus Line 16,bus,2025-12-03 22:00:00,2,2,0,1800.0,6172.0,2.45
B017,Bus Line 17,bus,2025-12-03 22:00:00,10,10,0,1320.0,8413.6,21.17
B018,Bus Line 18,bus,2025-12-03 22:00:00,6,6,0,1190.0,5271.83,2.74
B024,Bus Line 24,bus,2025-12-03 22:00:00,6,6,0,2000.0,9292.83,6.91
B029,Bus Line 29,bus,2025-12-03 22:00:00,3,3,0,1740.0,6773.33,23.3
B030,Bus Line 30,bus,2025-12-03 22:00:00,7,6,0,1380.0,8752.29,6.65
B031,Bus Line 31,bus,2025-12-03 22:00:00,2,2,0,1650.0,6388.5,2.59
B037,Bus Line 37,bus,2025-12-03 22:00:00,4,4,0,1770.0,9209.0,7.11
M001,Metro Line 1,metro,2025-12-03 22:00:00,3,3,0,1100.0,5738.0,3.24
M003,Metro Line 3,metro,2025-12-03 22:00:00,6,6,0,1250.0,6102.67,2.68
M004,Metro Line 4,metro,2025-12-03 22:00:00,5,5,0,1680.0,6240.0,2.59
M005,Metro Line 5,metro,2025-12-03 22:00:00,3,2,0,1540.0,3700.67,2.77
M008,Metro Line 8,metro,2025-12-03 22:00:00,3,3,0,1200.0,9384.33,3.04
M009,Metro Line 9,metro,2025-12-03 22:00:00,3,2,0,1180.0,8801.67,2.96
M010,Metro Line 10,metro,2025-12-03 22:00:00,5,4,0,1380.0,6818.4,21.82
M011,Metro Line 11,metro,2025-12-03 22:00:00,1,1,0,2160.0,9310.0,19.05
M013,Metro Line 13,metro,2025-12-03 22:00:00,2,2,0,990.0,7778.5,5.98
M015,Metro Line 15,metro,2025-12-03 22:00:00,5,4,0,1524.0,9916.2,7.06
M021,Metro Line 21,metro,2025-12-03 22:00:00,1,1,0,960.0,7070.0,6.46
M022,Metro Line 22,metro,2025-12-03 22:00:00,6,6,0,1720.0,6528.0,7.07
M023,Metro Line 23,metro,2025-12-03 22:00:00,4,3,0,1425.0,9518.0,2.41
M025,Metro Line 25,metro,2025-12-03 22:00:00,6,6,0,1470.0,8158.0,2.72
M026,Metro Line 26,metro,2025-12-03 22:00:00,5,5,0,1548.0,10467.0,2.41
M027,Metro Line 27,metro,2025-12-03 22:00:00,7,7,0,2125.71,6503.29,21.99
M028,Metro Line 28,metro,2025-12-03 22:00:00,1,1,0,2220.0,8580.0,25.87
M033,Metro Line 33,metro,2025-12-03 22:00:00,8,7,0,1402.5,6940.25,2.75
M034,Metro Line 34,metro,2025-12-03 22:00:00,5,5,0,1404.0,9991.8,19.65
M036,Metro Line 36,metro,2025-12-03 22:00:00,5,5,0,1848.0,9438.0,2.56
M040,Metro Line 40,metro,2025-12-03 22:00:00,4,4,0,1515.0,7336.5,5.97
T002,Tram Line 2,tram,2025-12-03 22:00:00,4,4,0,660.0,6248.25,2.84
T007,Tram Line 7,tram,2025-12-03 22:00:00,6,6,0,1080.0,5768.17,2.7
T012,Tram Line 12,tram,2025-12-03 22:00:00,1,1,0,660.0,6831.0,27.48
T019,Tram Line 19,tram,2025-12-03 22:00:00,2,2,0,1710.0,10233.0,2.8
T020,Tram Line 20,tram,2025-12-03 22:00:00,5,5,0,1560.0,8424.2,20.19
T032,Tram Line 32,tram,2025-12-03 22:00:00,1,1,0,1920.0,14160.0,7.79
T035,Tram Line 35,tram,2025-12-03 22:00:00,11,9,0,1374.55,6870.18,23.12
T038,Tram Line 38,tram,2025-12-03 22:00:00,5,4,0,1320.0,6742.4,2.7
T039,Tram Line 39,tram,2025-12-03 22:00:00,2,2,0,1200.0,5662.5,17.96
B006,Bus Line 6,bus,2025-12-03 21:00:00,6,5,0,1720.0,7653.83,6.41
B014,Bus Line 14,bus,2025-12-03 21:00:00,4,3,0,1740.0,7950.5,3.17
B016,Bus Line 16,bus,2025-12-03 21:00:00,2,1,0,1380.0,6088.5,2.94
B017,Bus Line 17,bus,2025-12-03 21:00:00,7,7,0,1448.57,7213.43,21.8
B018,Bus Line 18,bus,2025-12-03 21:00:00,5,5,0,1416.0,6726.4,2.75
B024,Bus Line 24,bus,2025-12-03 21:00:00,3,3,0,1300.0,7112.0,7.74
B029,Bus Line 29,bus,2025-12-03 21:00:00,5,3,0,1524.0,7962.4,22.0
B030,Bus Line 30,bus,2025-12-03 21:00:00,3,3,0,1880.0,6210.0,7.05
B031,Bus Line 31,bus,2025-12-03 21:00:00,2,2,0,1650.0,7425.5,2.85
B037,Bus Line 37,bus,2025-12-03 21:00:00,4,4,0,1365.0,5075.5,5.65
M001,Metro Line 1,metro,2025-12-03 21:00:00,2,2,0,690.0,8414.0,3.17
M003,Metro Line 3,metro,2025-12-03 21:00:00,5,4,0,1620.0,6999.2,2.54
M004,Metro Line 4,metro,2025-12-03 21:00:00,3,3,0,1940.0,6136.67,2.37
M005,Metro Line 5,metro,2025-12-03 21:00:00,4,4,0,1530.0,8973.25,2.56
M008,Metro Line 8,metro,2025-12-03 21:00:00,5,4,0,1272.0,8642.8,2.96
M009,Metro Line 9,metro,2025-12-03 21:00:00,5,4,0,1944.0,8530.8,2.77
M010,Metro Line 10,metro,2025-12-03 21:00:00,7,6,0,1242.86,6627.43,20.24
M011,Metro Line 11,metro,2025-12-03 21:00:00,10,8,0,1530.0,6316.4,22.67
M013,Metro Line 13,metro,2025-12-03 21:00:00,2,2,0,1710.0,5283.0,5.82
M015,Metro Line 15,metro,2025-12-03 21:00:00,3,3,0,1860.0,8023.33,6.17
M021,Metro Line 21,metro,2025-12-03 21:00:00,3,2,0,2440.0,6753.0,5.49
M022,Metro Line 22,metro,2025-12-03 21:00:00,3,3,0,1860.0,8091.67,5.92
M023,Metro Line 23,metro,2025-12-03 21:00:00,5,5,0,1776.0,5643.0,2.58
M025,Metro Line 25,metro,2025-12-03 21:00:00,3,3,0,1980.0,7048.0,2.81
M026,Metro Line 26,metro,2025-12-03 21:00:00,3,3,0,1740.0,7041.33,2.91
M027,Metro Line 27,metro,2025-12-03 21:00:00,4,4,0,1350.0,6841.25,25.03
M028,Metro Line 28,metro,2025-12-03 21:00:00,4,4,0,1980.0,5889.75,24.45
M033,Metro Line 33,metro,2025-12-03 21:00:00,4,4,0,1185.0,9583.5,2.34
M034,Metro Line 34,metro,2025-12-03 21:00:00,5,4,0,1596.0,7035.2,23.56
M036,Metro Line 36,metro,2025-12-03 21:00:00,5,4,0,1764.0,6272.8,2.63
M040,Metro Line 40,metro,2025-12-03 21:00:00,1,1,0,840.0,8294.0,7.39
T002,Tram Line 2,tram,2025-12-03 21:00:00,3,3,0,1480.0,5986.0,2.64
T007,Tram Line 7,tram,2025-12-03 21:00:00,7,6,0,1251.43,7146.57,2.98
T012,Tram Line 12,tram,2025-12-03 21:00:00,3,3,0,1480.0,7714.0,20.49
T019,Tram Line 19,tram,2025-12-03 21:00:00,8,7,0,1665.0,8310.75,2.56
T020,Tram Line 20,tram,2025-12-03 21:00:00,2,2,0,1020.0,12934.5,18.26
T032,Tram Line 32,tram,2025-12-03 21:00:00,6,4,0,1150.0,7828.33,6.83
T035,Tram Line 35,tram,2025-12-03 21:00:00,5,5,0,1428.0,7346.0,23.02
T038,Tram Line 38,tram,2025-12-03 21:00:00,7,7,0,2082.86,8978.71,2.6
T039,Tram Line 39,tram,2025-12-03 21:00:00,5,5,0,1692.0,5600.8,19.81
B006,Bus Line 6,bus,2025-12-03 20:00:00,4,4,0,1095.0,7063.25,5.64
B014,Bus Line 14,bus,2025-12-03 20:00:00,4,4,0,1155.0,7517.5,3.25
B016,Bus Line 16,bus,2025-12-03 20:00:00,3,3,0,1300.0,3887.33,2.73
B017,Bus Line 17,bus,2025-12-03 20:00:00,2,2,0,2190.0,9240.0,20.52
B018,Bus Line 18,bus,2025-12-03 20:00:00,4,4,0,1185.0,7197.25,2.46
B024,Bus Line 24,bus,2025-12-03 20:00:00,7,7,0,1440.0,7975.71,6.45
B029,Bus Line 29,bus,2025-12-03 20:00:00,4,4,0,1530.0,6048.5,20.91
B030,Bus Line 30,bus,2025-12-03 20:00:00,2,2,0,840.0,6652.0,7.81
B031,Bus Line 31,bus,2025-12-03 20:00:00,3,2,0,1980.0,6883.33,2.77
B037,Bus Line 37,bus,2025-12-03 20:00:00,1,1,0,1560.0,4634.0,5.49
M001,Metro Line 1,metro,2025-12-03 20:00:00,4,4,0,2100.0,4663.5,2.61
M003,Metro Line 3,metro,2025-12-03 20:00:00,2,2,0,1290.0,6741.0,3.14
M004,Metro Line 4,metro,2025-12-03 20:00:00,6,6,0,1590.0,9122.5,2.57
M005,Metro Line 5,metro,2025-12-03 20:00:00,6,5,0,1860.0,8783.33,2.69
M008,Metro Line 8,metro,2025-12-03 20:00:00,9,7,0,1213.33,5826.89,2.62
M009,Metro Line 9,metro,2025-12-03 20:00:00,9,9,0,1793.33,7608.44,2.9
M010,Metro Line 10,metro,2025-12-03 20:00:00,2,1,0,1650.0,9019.5,22.97
M011,Metro Line 11,metro,2025-12-03 20:00:00,4,4,0,1845.0,6214.25,22.27
M013,Metro Line 13,metro,2025-12-03 20:00:00,10,10,0,1086.0,5432.1,6.53
M015,Metro Line 15,metro,2025-12-03 20:00:00,4,3,0,1455.0,7243.5,6.97
M021,Metro Line 21,metro,2025-12-03 20:00:00,5,4,0,1392.0,5537.0,6.91
M022,Metro Line 22,metro,2025-12-03 20:00:00,4,4,0,2175.0,7180.0,6.17
M023,Metro Line 23,metro,2025-12-03 20:00:00,3,3,0,1200.0,8778.0,2.76
M025,Metro Line 25,metro,2025-12-03 20:00:00,3,3,0,1580.0,9557.0,2.64
M026,Metro Line 26,metro,2025-12-03 20:00:00,8,6,0,1695.0,9242.62,2.94
M027,Metro Line 27,metro,2025-12-03 20:00:00,2,2,0,840.0,5068.5,20.83
M028,Metro Line 28,metro,2025-12-03 20:00:00,5,5,0,1572.0,6537.8,20.55
M033,Metro Line 33,metro,2025-12-03 20:00:00,5,5,0,1392.0,6645.6,2.98
M034,Metro Line 34,metro,2025-12-03 20:00:00,8,7,0,1687.5,9597.62,21.91
M036,Metro Line 36,metro,2025-12-03 20:00:00,2,2,0,990.0,6064.0,3.28
M040,Metro Line 40,metro,2025-12-03 20:00:00,3,2,0,1540.0,6171.67,6.81
T002,Tram Line 2,tram,2025-12-03 20:00:00,5,5,0,1224.0,8280.8,2.68
T007,Tram Line 7,tram,2025-12-03 20:00:00,6,5,0,810.0,8585.0,2.72
T012,Tram Line 12,tram,2025-12-03 20:00:00,2,2,0,1770.0,5545.5,20.77
T020,Tram Line 20,tram,2025-12-03 20:00:00,7,5,0,1585.71,8740.57,24.15
T032,Tram Line 32,tram,2025-12-03 20:00:00,8,7,0,1567.5,7236.25,6.43
T035,Tram Line 35,tram,2025-12-03 20:00:00,4,2,0,855.0,7824.5,22.61
T038,Tram Line 38,tram,2025-12-03 20:00:00,4,4,0,1755.0,7370.5,2.31
T039,Tram Line 39,tram,2025-12-03 20:00:00,5,4,0,1440.0,7188.2,21.36
B006,Bus Line 6,bus,2025-12-03 19:00:00,10,7,0,1416.0,9109.3,6.75
B014,Bus Line 14,bus,2025-12-03 19:00:00,4,4,0,1110.0,6261.75,2.84
B016,Bus Line 16,bus,2025-12-03 19:00:00,6,5,0,1640.0,8152.83,2.77
B017,Bus Line 17,bus,2025-12-03 19:00:00,5,5,0,1476.0,9356.6,24.11
B018,Bus Line 18,bus,2025-12-03 19:00:00,5,4,0,1500.0,7217.8,2.93
B024,Bus Line 24,bus,2025-12-03 19:00:00,4,3,0,1050.0,6101.25,7.05
B029,Bus Line 29,bus,2025-12-03 19:00:00,4,4,0,1530.0,5180.5,23.54
